q_id,layer,acc_base,acc_with,delta_acc,mean_delta_logprob,mean_delta_p
Q10,2,0.0,0.0,0.0,-4.713822650909424,-0.0003045634640919559
Q10,3,0.0,0.0,0.0,-4.71443510055542,-0.00030457010804259
Q10,4,0.0,0.0,0.0,-4.7149858474731445,-0.00030456988846996327
Q10,5,0.0,0.0,0.0,-4.71540937423706,-0.00030457847648133194
Q10,6,0.0,0.0,0.0,-4.715063095092773,-0.0003045748356761635
Q10,7,0.0,0.0,0.0,-4.715267562866211,-0.00030456942072083494
Q10,8,0.0,0.0,0.0,-4.715798377990723,-0.00030457368057366094
Q10,9,0.0,0.0,0.0,-4.714743423461914,-0.0003045673699728191
Q10,10,0.0,0.0,0.0,-4.715040874481201,-0.00030458563259259106
Q10,11,0.0,0.0,0.0,-4.714783668518066,-0.0003045812763090794
Q10,12,0.0,0.0,0.0,-4.71540412902832,-0.0003045770987220031
Q10,13,0.0,0.0,0.0,-4.714287567138672,-0.0003045676135786657
Q10,14,0.0,0.0,0.0,-4.715295791625977,-0.0003045766985177778
Q10,15,0.0,0.0,0.0,-4.71393985748291,-0.00030455507452904486
Q10,16,0.0,0.0,0.0,-4.714415168762207,-0.0003045768402933469
Q10,17,0.0,0.0,0.0,-4.713551616668701,-0.0003045665865542446
Q10,18,0.0,0.0,0.0,-4.713575935363769,-0.0003045723975904302
Q10,19,0.0,0.0,0.0,-4.712538337707519,-0.00030457067969864583
Q10,20,0.0,0.0,0.0,-4.712907505035401,-0.00030458230090903984
Q10,21,0.0,0.0,0.0,-4.710227108001709,-0.0003046146047772424
Q10,22,0.0,0.0,0.0,-4.709845447540284,-0.000304630468217848
Q10,23,0.0,0.0,0.0,-4.70854082107544,-0.0003046359021426248
Q10,24,0.0,0.0,0.0,-4.705125904083252,-0.00030459806234377494
Q10,25,0.0,0.0,0.0,-4.705619049072266,-0.0003046560713822366
Q10,26,0.0,0.0,0.0,-4.702606868743897,-0.0003046459453820205
Q10,27,0.0,0.0,0.0,-4.701697444915771,-0.00030463762802082075
Q10,28,0.0,0.0,0.0,-4.698892116546631,-0.00030460681461903506
Q10,29,0.0,0.0,0.0,-4.695077991485595,-0.0003045570388556129
Q10,30,0.0,0.0,0.0,-4.693041229248047,-0.00030454074730110745
Q10,31,0.0,0.0,0.0,-4.63360595703125,-0.0003039216173604586
Q11,0,0.0,0.1,0.1,-0.18029136657714845,-0.006735110809313482
Q11,1,0.0,0.1,0.1,-0.165543270111084,-0.0065767054187745085
Q11,2,0.0,0.1,0.1,0.44252328872680663,-0.000934382446212112
Q11,3,0.0,0.2,0.2,1.3468628883361817,0.00122929803947045
Q11,4,0.0,0.3,0.3,1.552782917022705,0.009874216764364974
Q11,5,0.0,0.2,0.2,1.7657693862915038,0.021689970448278473
Q11,6,0.0,0.2,0.2,1.5026331901550294,0.018458136613844545
Q11,7,0.0,0.2,0.2,1.6541592597961425,0.020541923199562006
Q11,8,0.0,0.2,0.2,1.9063011169433595,0.02347614708742185
Q11,9,0.0,0.3,0.3,2.8022300720214846,0.038713567390004755
Q11,10,0.0,0.5,0.5,3.606881046295166,0.09465229768575227
Q11,11,0.0,0.4,0.4,3.41004638671875,0.07224929729745781
Q11,12,0.0,0.5,0.5,3.728532600402832,0.09148815140397346
Q11,13,0.0,0.4,0.4,3.897161293029785,0.13108257591993605
Q11,14,0.0,0.4,0.4,4.01795711517334,0.15319196056843792
Q11,15,0.0,0.4,0.4,3.131551170349121,0.06556334662054723
Q11,16,0.0,0.3,0.3,2.7201632499694823,0.04999107999065018
Q11,17,0.0,0.2,0.2,2.0497053146362303,0.021226107573966146
Q11,18,0.0,0.2,0.2,1.843254566192627,0.018554170997595064
Q11,19,0.0,0.2,0.2,1.512328815460205,0.01187129298086802
Q11,20,0.0,0.1,0.1,1.4147010803222657,0.010428973479793057
Q11,21,0.0,0.1,0.1,1.0361738204956055,0.005933149280099315
Q11,22,0.0,0.1,0.1,0.7739786148071289,0.005058498859943939
Q11,23,0.0,0.1,0.1,0.656246280670166,0.00509840389531746
Q11,24,0.0,0.1,0.1,0.5952038764953613,0.0041562350907042855
Q11,25,0.0,0.1,0.1,0.5404115676879883,0.003207621242836467
Q11,26,0.0,0.1,0.1,0.4756584167480469,0.004239111452989164
Q11,27,0.0,0.1,0.1,0.4720245361328125,0.004058274746421375
Q11,28,0.0,0.1,0.1,0.41083345413208006,0.004177511629313813
Q11,29,0.0,0.1,0.1,0.30307750701904296,0.004293860641701031
Q11,30,0.0,0.1,0.1,0.2538312911987305,0.004561916125021525
Q11,31,0.0,0.0,0.0,0.041666412353515626,0.0006148572243546369
Q12,0,0.0,0.0,0.0,-1.7657275199890137,-0.00018058799770415135
Q12,1,0.0,0.0,0.0,0.05464191436767578,0.00026050060082525304
Q12,2,0.0,0.0,0.0,-2.099248695373535,-0.0001787417486184495
Q12,3,0.0,0.0,0.0,-1.4457413673400878,-0.00010850737021996792
Q12,4,0.0,0.0,0.0,-0.33122873306274414,3.062982609662868e-05
Q12,5,0.0,0.0,0.0,1.0182780265808105,0.001145272326812119
Q12,6,0.0,0.0,0.0,1.4879682540893555,0.001931502586830902
Q12,7,0.0,0.0,0.0,1.8292150497436523,0.0033476656227321654
Q12,8,0.0,0.0,0.0,2.257558250427246,0.006573044205379119
Q12,9,0.0,0.0,0.0,2.551393985748291,0.009302710338943143
Q12,10,0.0,0.0,0.0,2.7574413299560545,0.010675457829620427
Q12,11,0.0,0.0,0.0,2.110987091064453,0.004353650158827804
Q12,12,0.0,0.0,0.0,2.1967645645141602,0.004526752859328553
Q12,13,0.0,0.1,0.1,2.6476110458374023,0.007413640779213892
Q12,14,0.0,0.0,0.0,3.040359687805176,0.008822463811247872
Q12,15,0.0,0.0,0.0,2.27628755569458,0.0027701410735062383
Q12,16,0.0,0.0,0.0,1.5063626289367675,0.0008941733524807205
Q12,17,0.0,0.0,0.0,1.1749451637268067,0.000644323179312778
Q12,18,0.0,0.0,0.0,1.2023544311523438,0.0006465862331424433
Q12,19,0.0,0.0,0.0,0.8291543006896973,0.00033231774114028667
Q12,20,0.0,0.0,0.0,0.691927146911621,0.0002088021871713863
Q12,21,0.0,0.0,0.0,0.4994489669799805,0.00012773147000189056
Q12,22,0.0,0.0,0.0,0.2017333984375,1.381436832161853e-05
Q12,23,0.0,0.0,0.0,0.22151098251342774,4.455236830835929e-06
Q12,24,0.0,0.0,0.0,0.20782747268676757,1.3026679334871006e-05
Q12,25,0.0,0.0,0.0,0.20231761932373046,1.2028107084915973e-05
Q12,26,0.0,0.0,0.0,0.2463240623474121,4.745213300338946e-05
Q12,27,0.0,0.0,0.0,0.23303613662719727,3.726683762579341e-05
Q12,28,0.0,0.0,0.0,0.14262638092041016,9.798580231290544e-06
Q12,29,0.0,0.0,0.0,-0.08696537017822266,-1.0740783227447537e-05
Q12,30,0.0,0.0,0.0,-0.8759842872619629,-0.00010986885406509828
Q12,31,0.0,0.0,0.0,-1.035102367401123,-0.00015537773472260597
Q13,0,0.1,0.0,-0.1,-0.7129311561584473,-0.0026390270043521015
Q13,1,0.1,0.1,0.0,-0.6229265213012696,0.0015432006284754607
Q13,2,0.1,0.2,0.1,0.37086896896362304,0.01597108259848028
Q13,3,0.1,0.2,0.1,0.5631330490112305,0.016820580307557974
Q13,4,0.1,0.2,0.1,0.8561795234680176,0.020012010243681287
Q13,5,0.1,0.5,0.4,1.3234942436218262,0.04063604452157961
Q13,6,0.1,0.4,0.30000000000000004,1.3424744606018066,0.04040095036225466
Q13,7,0.1,0.4,0.30000000000000004,1.3819085121154786,0.04425297267498536
Q13,8,0.1,0.6,0.5,1.6850157737731934,0.07173043275570308
Q13,9,0.1,0.7,0.6,2.11790189743042,0.11803284585212168
Q13,10,0.1,0.7,0.6,2.3741082191467284,0.16959340174207682
Q13,11,0.1,0.6,0.5,2.4517664909362793,0.16295327158049985
Q13,12,0.1,0.6,0.5,2.643759250640869,0.21012750265172145
Q13,13,0.1,0.6,0.5,2.623447227478027,0.23165890047030188
Q13,14,0.1,0.6,0.5,2.7019566535949706,0.29329294908902737
Q13,15,0.1,0.7,0.6,2.2961715698242187,0.18044056879143683
Q13,16,0.1,0.6,0.5,2.0307554244995116,0.12049396384481952
Q13,17,0.1,0.3,0.19999999999999998,1.520921230316162,0.056794998083660175
Q13,18,0.1,0.2,0.1,1.3550143241882324,0.04467074117628726
Q13,19,0.1,0.2,0.1,1.1334945678710937,0.030525968440906583
Q13,20,0.1,0.2,0.1,1.043731117248535,0.02654465353671185
Q13,21,0.1,0.1,0.0,0.7285575866699219,0.015765454352367668
Q13,22,0.1,0.1,0.0,0.5000446319580079,0.010187043146470388
Q13,23,0.1,0.1,0.0,0.4283267021179199,0.008338568364388265
Q13,24,0.1,0.1,0.0,0.37806262969970705,0.007597004385797845
Q13,25,0.1,0.1,0.0,0.34631738662719724,0.007399683774110599
Q13,26,0.1,0.1,0.0,0.3237567901611328,0.0068606342313159985
Q13,27,0.1,0.1,0.0,0.25964984893798826,0.005238395411834062
Q13,28,0.1,0.1,0.0,0.2175762176513672,0.004332412060784918
Q13,29,0.1,0.1,0.0,0.1435140609741211,0.0023449823860119067
Q13,30,0.1,0.1,0.0,0.11951179504394531,0.0025268592406064274
Q13,31,0.1,0.1,0.0,0.13300857543945313,0.0023295444494578986
Q14,0,0.0,0.0,0.0,2.0271925926208496,0.006567308482863155
Q14,1,0.0,0.0,0.0,1.9396799087524415,0.006606383973576158
Q14,2,0.0,0.0,0.0,0.7671707153320313,0.006518353864066739
Q14,3,0.0,0.0,0.0,-0.1705550193786621,0.004011844049296087
Q14,4,0.0,0.0,0.0,0.18973846435546876,0.00820173306777292
Q14,5,0.0,0.1,0.1,1.0109451293945313,0.015031285628265324
Q14,6,0.0,0.0,0.0,1.1748732566833495,0.018863788122507684
Q14,7,0.0,0.2,0.2,1.5909252166748047,0.019981467767320283
Q14,8,0.0,0.2,0.2,2.3726593017578126,0.02715204556416211
Q14,9,0.0,0.2,0.2,2.6585911750793456,0.03886417196345064
Q14,10,0.0,0.2,0.2,2.6428552627563477,0.021039366045170028
Q14,11,0.0,0.1,0.1,2.7218965530395507,0.016033423466524255
Q14,12,0.0,0.0,0.0,3.1301687240600584,0.014594818615387339
Q14,13,0.0,0.1,0.1,3.3639551162719727,0.019112173149278534
Q14,14,0.0,0.1,0.1,3.1099640846252443,0.01073795025013169
Q14,15,0.0,0.0,0.0,2.74303560256958,0.0062777153173556146
Q14,16,0.0,0.0,0.0,2.5058948516845705,0.0042948042647367405
Q14,17,0.0,0.0,0.0,1.9518952369689941,0.002205871341811871
Q14,18,0.0,0.0,0.0,1.6812873840332032,0.0014883134700539812
Q14,19,0.0,0.0,0.0,1.3873298645019532,0.00088109174694182
Q14,20,0.0,0.0,0.0,1.165323257446289,0.0008280110020677967
Q14,21,0.0,0.0,0.0,0.8402345657348633,0.0002919135458796518
Q14,22,0.0,0.0,0.0,0.5928176879882813,0.00017200258052980645
Q14,23,0.0,0.0,0.0,0.6262595176696777,0.0001485336328187259
Q14,24,0.0,0.0,0.0,0.5493202209472656,0.00013675558011527755
Q14,25,0.0,0.0,0.0,0.5735237121582031,0.00011180815254192566
Q14,26,0.0,0.0,0.0,0.5060765266418457,8.983998832263751e-05
Q14,27,0.0,0.0,0.0,0.4952495574951172,6.918864073668374e-05
Q14,28,0.0,0.0,0.0,0.48433647155761717,0.00011483560938359005
Q14,29,0.0,0.0,0.0,0.07326803207397461,-4.259364864083182e-05
Q14,30,0.0,0.0,0.0,-0.9658676147460937,-0.00031582989280423137
Q14,31,0.0,0.0,0.0,-1.0592522621154785,-0.0003573450166868497
Q16,0,0.1,0.0,-0.1,0.8801337242126465,-0.008035427783033811
Q16,1,0.1,0.0,-0.1,0.7282427787780762,-0.006611855137452949
Q16,2,0.1,0.0,-0.1,-0.6018091201782226,-0.0013874113637939445
Q16,3,0.1,0.0,-0.1,-1.1425704956054688,-0.002964939977209724
Q16,4,0.1,0.0,-0.1,-0.060314178466796875,-0.007980816332201357
Q16,5,0.1,0.1,0.0,0.6746640205383301,0.0035042385396081956
Q16,6,0.1,0.1,0.0,1.1585941314697266,0.016488958420814014
Q16,7,0.1,0.1,0.0,1.3346705436706543,0.020938781033328267
Q16,8,0.1,0.1,0.0,2.0807121276855467,0.02922309476416558
Q16,9,0.1,0.1,0.0,2.0663784980773925,0.0215864296129439
Q16,10,0.1,0.2,0.1,2.2657695770263673,0.028818081942154093
Q16,11,0.1,0.2,0.1,2.4089861869812013,0.03268508715555072
Q16,12,0.1,0.2,0.1,3.2329541206359864,0.06155871375231072
Q16,13,0.1,0.3,0.19999999999999998,3.675153923034668,0.08686171678127722
Q16,14,0.1,0.5,0.4,3.613158702850342,0.06608997232979164
Q16,15,0.1,0.1,0.0,3.082805347442627,0.045220796193461865
Q16,16,0.1,0.1,0.0,2.797329807281494,0.03913758754497394
Q16,17,0.1,0.1,0.0,2.185095024108887,0.025788165675476194
Q16,18,0.1,0.1,0.0,2.0126914978027344,0.020602803910151124
Q16,19,0.1,0.1,0.0,1.4500762939453125,0.009505682595772669
Q16,20,0.1,0.1,0.0,1.320536231994629,0.006498115780414082
Q16,21,0.1,0.1,0.0,0.9912442207336426,0.0023593500838615
Q16,22,0.1,0.1,0.0,0.8765547752380372,0.0037613219290506096
Q16,23,0.1,0.1,0.0,0.6745152473449707,0.0032488207143615
Q16,24,0.1,0.1,0.0,0.660794448852539,0.002255038233124651
Q16,25,0.1,0.1,0.0,0.6610692024230957,0.0006878551619593054
Q16,26,0.1,0.1,0.0,0.5714863777160645,0.0026093241714988833
Q16,27,0.1,0.1,0.0,0.3992597579956055,0.0020308047656726557
Q16,28,0.1,0.1,0.0,0.36756458282470705,0.003038856166676851
Q16,29,0.1,0.1,0.0,0.2333353042602539,0.0283797351999965
Q16,30,0.1,0.1,0.0,-0.15075998306274413,0.03740877284508315
Q16,31,0.1,0.1,0.0,-0.3777522087097168,0.010369129924947628
Q17,0,0.0,0.0,0.0,-0.2554764747619629,0.008693935772970462
Q17,1,0.0,0.1,0.1,0.7742152214050293,0.04465737401071124
Q17,2,0.0,0.0,0.0,-1.5600922584533692,0.01411622940631858
Q17,3,0.0,0.0,0.0,-2.4973565101623536,0.0017619099949804707
Q17,4,0.0,0.1,0.1,-1.6399619102478027,0.024878403386334468
Q17,5,0.0,0.1,0.1,-0.7014368057250977,0.019772468050503277
Q17,6,0.0,0.1,0.1,0.003609180450439453,0.019308642808391598
Q17,7,0.0,0.1,0.1,1.1557750701904297,0.024322338898946326
Q17,8,0.0,0.2,0.2,1.7876669883728027,0.040601049601582416
Q17,9,0.0,0.4,0.4,3.2025282859802244,0.08734953453968046
Q17,10,0.0,0.5,0.5,3.7082426071166994,0.13965928462348529
Q17,11,0.0,0.4,0.4,3.6333242416381837,0.15230212267561
Q17,12,0.0,0.5,0.5,3.9515193939208983,0.20203710733694608
Q17,13,0.0,0.5,0.5,4.053146934509277,0.21594523979510996
Q17,14,0.0,0.5,0.5,3.971119689941406,0.18997371995574214
Q17,15,0.0,0.5,0.5,3.425315189361572,0.11557100211139186
Q17,16,0.0,0.4,0.4,2.8523255348205567,0.06645937137873262
Q17,17,0.0,0.1,0.1,2.1489596366882324,0.0335004419030156
Q17,18,0.0,0.1,0.1,2.0074368476867677,0.026041316781629575
Q17,19,0.0,0.0,0.0,1.5742532730102539,0.014337111882196042
Q17,20,0.0,0.0,0.0,1.602932071685791,0.012925404734778568
Q17,21,0.0,0.0,0.0,1.127425193786621,0.0069790208195627205
Q17,22,0.0,0.0,0.0,0.8839862823486329,0.004212203767383471
Q17,23,0.0,0.0,0.0,0.7129154205322266,0.003291657500449219
Q17,24,0.0,0.0,0.0,0.7112468719482422,0.002619668104307493
Q17,25,0.0,0.0,0.0,0.7090095520019531,0.0024546136090066286
Q17,26,0.0,0.0,0.0,0.5613583564758301,0.0018510739668272437
Q17,27,0.0,0.0,0.0,0.5138957977294922,0.0017101111636293354
Q17,28,0.0,0.0,0.0,0.33748722076416016,0.0010099891871504952
Q17,29,0.0,0.0,0.0,-0.08035173416137695,0.0005559548630117206
Q17,30,0.0,0.0,0.0,-0.8702900886535645,-0.0004762150610076787
Q17,31,0.0,0.0,0.0,-0.9339104652404785,-0.0009865175776212708
Q18,0,0.0,0.3,0.3,4.285797119140625,0.0883090876373899
Q18,1,0.0,0.3,0.3,4.105227375030518,0.04323053818188782
Q18,2,0.0,0.3,0.3,4.544788932800293,0.12883557712011678
Q18,3,0.0,0.3,0.3,4.35416316986084,0.0735438214684109
Q18,4,0.0,0.0,0.0,3.282146453857422,0.011560275005103903
Q18,5,0.0,0.3,0.3,3.848093032836914,0.028593366844506817
Q18,6,0.0,0.0,0.0,3.547056770324707,0.01668744609451096
Q18,7,0.0,0.2,0.2,3.8102505683898924,0.030438266951750847
Q18,8,0.0,0.1,0.1,3.8730045318603517,0.03342848468855664
Q18,9,0.0,0.1,0.1,4.01060791015625,0.033040781928502835
Q18,10,0.0,0.4,0.4,4.455965328216553,0.06365117512577853
Q18,11,0.0,0.3,0.3,4.389924812316894,0.056490386080622554
Q18,12,0.0,0.3,0.3,4.689811325073242,0.10180977179952606
Q18,13,0.0,0.3,0.3,4.648955917358398,0.0882081836938596
Q18,14,0.0,0.4,0.4,4.946317863464356,0.09705719241865154
Q18,15,0.0,0.1,0.1,4.1260809898376465,0.03528066115504771
Q18,16,0.0,0.1,0.1,3.4865540504455566,0.017507485735040972
Q18,17,0.0,0.0,0.0,2.577441692352295,0.005643522158425185
Q18,18,0.0,0.0,0.0,2.4249911308288574,0.004275853330545943
Q18,19,0.0,0.0,0.0,2.018938446044922,0.0025285641644586577
Q18,20,0.0,0.0,0.0,1.74521484375,0.0017121968772698891
Q18,21,0.0,0.0,0.0,1.3151777267456055,0.0011332363650581102
Q18,22,0.0,0.0,0.0,1.068247127532959,0.0007748736523353727
Q18,23,0.0,0.0,0.0,0.8750827789306641,0.0005590101278357906
Q18,24,0.0,0.0,0.0,0.8289595603942871,0.00046421570332313424
Q18,25,0.0,0.0,0.0,0.750068473815918,0.0004067149642651202
Q18,26,0.0,0.0,0.0,0.6762319564819336,0.00037245704843371643
Q18,27,0.0,0.0,0.0,0.559669017791748,0.00025619449188525324
Q18,28,0.0,0.0,0.0,0.506717300415039,0.00023973970019142143
Q18,29,0.0,0.0,0.0,0.4498003005981445,0.0001935289557877695
Q18,30,0.0,0.0,0.0,0.3255773544311523,0.00013056364805379416
Q18,31,0.0,0.0,0.0,0.0757533073425293,3.3996176352957266e-05
