q_id,layer,baseline_layer,super_layer,acc_base_baseline,acc_base_super,diff_acc_base,acc_with_baseline,acc_with_super,diff_acc_with,delta_acc_baseline,delta_acc_super,diff_delta_acc,mean_delta_logprob_baseline,mean_delta_logprob_super,diff_mean_delta_logprob,mean_delta_p_baseline,mean_delta_p_super,diff_mean_delta_p,mean_delta_logit_baseline,mean_delta_logit_super,diff_mean_delta_logit
Q9,1,1,1,0.0,0.0,0.0,0.2,0.1,-0.1,0.2,0.1,-0.1,1.4048378944396973,1.1455427169799806,-0.25929517745971675,0.029030994611093774,0.016373715830559375,-0.012657278780534399,1.048828125,0.85234375,-0.19648437500000004
Q9,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9303561210632325,-0.37036762237548826,2.559988498687744,-0.006256966071248371,-0.00041625201629358344,0.005840714054954788,-1.00859375,0.395703125,1.404296875
Q9,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.377570056915283,-0.37854366302490233,2.999026393890381,-0.006329531699032031,-2.1821318659931423e-05,0.0063077103803720995,-0.464453125,0.51640625,0.980859375
Q9,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8264708518981934,1.8266629219055175,3.653133773803711,-0.0011540199478531576,0.029478434372140327,0.030632454319993483,0.82578125,2.00390625,1.178125
Q9,5,5,5,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.510251522064209,2.3562392234802245,1.8459877014160155,0.014067639389941178,0.03165648399226484,0.017588844602323662,1.952734375,2.177734375,0.2250000000000001
Q9,6,6,6,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,1.4825020790100099,2.882251834869385,1.399749755859375,0.025686975642020115,0.04398623158995178,0.018299255947931668,2.1109375,2.361328125,0.2503906250000001
Q9,7,7,7,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,2.341662311553955,3.5700920104980467,1.2284296989440917,0.04469226090659504,0.08509104984186706,0.040398788935272024,2.87578125,3.266796875,0.39101562499999964
Q9,8,8,8,0.0,0.0,0.0,0.2,0.3,0.09999999999999998,0.2,0.3,0.09999999999999998,3.0155296325683594,3.560171890258789,0.5446422576904295,0.09724803933131625,0.11534302368600038,0.018094984354684138,3.825390625,3.941796875,0.11640625000000027
Q9,9,9,9,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,3.301352882385254,3.501152515411377,0.19979963302612314,0.13650833906795015,0.12804345252297936,-0.008464886544970796,4.186328125,4.512109375,0.32578124999999947
Q9,10,10,10,0.0,0.0,0.0,0.3,0.2,-0.09999999999999998,0.3,0.2,-0.09999999999999998,3.649691581726074,3.7596750259399414,0.10998344421386719,0.16407063306614872,0.14863028480976936,-0.015440348256379355,4.568359375,4.812109375,0.24375000000000036
Q9,11,11,11,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,3.6674891471862794,3.706157112121582,0.03866796493530256,0.15537143263572945,0.15553669364962844,0.00016526101389899295,4.125390625,4.437890625,0.3125
Q9,12,12,12,0.0,0.0,0.0,0.3,0.2,-0.09999999999999998,0.3,0.2,-0.09999999999999998,4.176151752471924,3.657718467712402,-0.5184332847595217,0.21603072285142844,0.15806232647810248,-0.05796839637332596,5.602734375,5.434765625,-0.16796875
Q9,13,13,13,0.0,0.0,0.0,0.3,0.2,-0.09999999999999998,0.3,0.2,-0.09999999999999998,4.3263694763183596,3.6800618171691895,-0.6463076591491701,0.22915690605368583,0.15633010505189304,-0.07282680100179278,5.777734375,5.517578125,-0.26015624999999964
Q9,14,14,14,0.0,0.0,0.0,0.4,0.2,-0.2,0.4,0.2,-0.2,3.911855125427246,3.515288734436035,-0.39656639099121094,0.16029648327457835,0.12170360543605056,-0.038592877838527787,4.876953125,4.847265625,-0.029687499999999645
Q9,15,15,15,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,3.0948441505432127,2.7850786209106446,-0.3097655296325681,0.07439297626915505,0.0540898875980929,-0.020303088671062147,3.456640625,3.532421875,0.07578124999999991
Q9,16,16,16,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,2.03739652633667,1.8560122489929198,-0.18138427734375018,0.03679787453220342,0.03132413682542392,-0.005473737706779502,2.205078125,2.4140625,0.208984375
Q9,17,17,17,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,1.462375545501709,1.376193904876709,-0.086181640625,0.017524120306916302,0.014847408115019788,-0.002676712191896514,1.55078125,1.800390625,0.2496093749999999
Q9,18,18,18,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,1.5940998077392579,1.430728054046631,-0.1633717536926269,0.019149117607594236,0.013998526395153022,-0.005150591212441213,1.799609375,1.84453125,0.044921875
Q9,19,19,19,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,1.0909534454345704,0.975682258605957,-0.11527118682861337,0.011724558314745082,0.008568410123552894,-0.003156148191192188,1.066796875,1.190625,0.12382812499999996
Q9,20,20,20,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,1.026316261291504,0.8656977653503418,-0.16061849594116218,0.007244919184449828,0.004824975360679673,-0.0024199438237701544,1.220703125,1.22578125,0.005078125000000044
Q9,21,21,21,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.5821501731872558,0.49242343902587893,-0.08972673416137689,0.004823604245757451,0.0028100703995733054,-0.002013533846184146,0.689453125,0.73203125,0.04257812500000002
Q9,22,22,22,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.4599365234375,0.43108272552490234,-0.02885379791259768,0.0037112962134415286,0.002598964446951868,-0.0011123317664896606,0.7703125,0.837890625,0.06757812500000004
Q9,23,23,23,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.43008899688720703,0.4208530426025391,-0.009235954284667947,0.003292322737252107,0.002163744648714783,-0.001128578088537324,0.849609375,0.87890625,0.029296875
Q9,24,24,24,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.40491657257080077,0.4090068817138672,0.004090309143066406,0.004617213585152058,0.0032008560774556827,-0.0014163575076963754,0.846484375,0.880078125,0.03359375000000009
Q9,25,25,25,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.519614315032959,0.5238740921020508,0.0042597770690918635,0.004303661938320147,0.0027524148776137737,-0.001551247060706373,0.819921875,0.853515625,0.03359374999999998
Q9,26,26,26,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.28527421951293946,0.3303962707519531,0.04512205123901364,0.0033791146699513773,0.002620030089019565,-0.0007590845809318124,0.628515625,0.69609375,0.06757812499999993
Q9,27,27,27,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.3090061187744141,0.3631932258605957,0.05418710708618163,0.0035319340975547677,0.002650224218814401,-0.0008817098787403665,0.396875,0.516015625,0.119140625
Q9,28,28,28,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.19617900848388672,0.24740896224975586,0.05122995376586914,0.003093528125464218,0.0019297893428301903,-0.0011637387826340276,0.523828125,0.564453125,0.04062500000000002
Q9,29,29,29,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,-0.29910831451416015,-0.05808706283569336,0.24102125167846677,0.00632656493326067,0.00549670052350848,-0.0008298644097521901,0.40234375,0.46796875,0.06562499999999999
Q9,30,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9083067893981933,-0.6582921981811524,0.25001459121704095,0.005330958802005625,0.006438840255214018,0.0011078814532083925,0.36015625,0.484375,0.12421874999999999
Q9,31,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.158170795440674,-0.8793663024902344,0.2788044929504395,-0.004647301450677333,-0.004039428602482076,0.0006078728481952568,-0.078125,-0.048046875,0.030078124999999997
Q11,0,0,0,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,-0.18029136657714845,0.26950483322143554,0.449796199798584,-0.006735110809313482,-0.0044129207613877956,0.002322190047925687,-0.3716796875,0.103125,0.47480468750000004
Q11,1,1,1,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,-0.165543270111084,0.4212212562561035,0.5867645263671875,-0.0065767054187745085,-0.0027895114431885303,0.0037871939755859782,-0.42578125,0.65546875,1.08125
Q11,2,2,2,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,0.44252328872680663,-0.63089599609375,-1.0734192848205566,-0.000934382446212112,-0.007183288652595365,-0.006248906206383254,0.512890625,0.6484375,0.13554687499999996
Q11,3,3,3,0.0,0.0,0.0,0.2,0.0,-0.2,0.2,0.0,-0.2,1.3468628883361817,-0.18798208236694336,-1.534844970703125,0.00122929803947045,-0.003628450708811215,-0.004857748748281665,0.752734375,1.3310546875,0.5783203125
Q11,4,4,4,0.0,0.0,0.0,0.3,0.1,-0.19999999999999998,0.3,0.1,-0.19999999999999998,1.552782917022705,0.7375784873962402,-0.8152044296264648,0.009874216764364974,0.005197002285785857,-0.004677214478579117,0.994921875,1.76328125,0.768359375
Q11,5,5,5,0.0,0.0,0.0,0.2,0.1,-0.1,0.2,0.1,-0.1,1.7657693862915038,0.8821104049682618,-0.883658981323242,0.021689970448278473,0.013287086051786901,-0.008402884396491572,1.48359375,1.479296875,-0.004296875000000089
Q11,6,6,6,0.0,0.0,0.0,0.2,0.1,-0.1,0.2,0.1,-0.1,1.5026331901550294,0.969878101348877,-0.5327550888061524,0.018458136613844545,0.013438473661153694,-0.005019662952690851,1.1859375,1.295703125,0.10976562499999987
Q11,7,7,7,0.0,0.0,0.0,0.2,0.1,-0.1,0.2,0.1,-0.1,1.6541592597961425,1.2512930870056151,-0.4028661727905274,0.020541923199562006,0.0278569005899044,0.007314977390342394,1.445703125,1.708203125,0.26249999999999996
Q11,8,8,8,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,1.9063011169433595,1.5372888565063476,-0.36901226043701185,0.02347614708742185,0.027619159553796634,0.004143012466374784,1.86328125,2.4734375,0.6101562500000002
Q11,9,9,9,0.0,0.0,0.0,0.3,0.4,0.10000000000000003,0.3,0.4,0.10000000000000003,2.8022300720214846,1.7174175262451172,-1.0848125457763673,0.038713567390004755,0.03597465250095411,-0.0027389148890506476,2.752734375,2.869140625,0.11640624999999982
Q11,10,10,10,0.0,0.0,0.0,0.5,0.3,-0.2,0.5,0.3,-0.2,3.606881046295166,2.0539500236511232,-1.5529310226440427,0.09465229768575227,0.047283534179223353,-0.04736876350652892,3.976171875,3.36484375,-0.611328125
Q11,11,11,11,0.0,0.0,0.0,0.4,0.3,-0.10000000000000003,0.4,0.3,-0.10000000000000003,3.41004638671875,2.1369043350219727,-1.273142051696777,0.07224929729745781,0.05877535885119869,-0.013473938446259125,3.713671875,3.155859375,-0.5578125000000003
Q11,12,12,12,0.0,0.0,0.0,0.5,0.2,-0.3,0.5,0.2,-0.3,3.728532600402832,2.2198805809020996,-1.5086520195007322,0.09148815140397346,0.08320445273748192,-0.008283698666491535,4.463671875,3.844140625,-0.6195312500000001
Q11,13,13,13,0.0,0.0,0.0,0.4,0.3,-0.10000000000000003,0.4,0.3,-0.10000000000000003,3.897161293029785,2.2907767295837402,-1.6063845634460447,0.13108257591993605,0.08369575931028521,-0.04738681660965084,4.963671875,4.075390625,-0.8882812500000004
Q11,14,14,14,0.0,0.0,0.0,0.4,0.3,-0.10000000000000003,0.4,0.3,-0.10000000000000003,4.01795711517334,2.1400224685668947,-1.8779346466064455,0.15319196056843792,0.06375878597064003,-0.0894331745977979,5.654296875,3.981640625,-1.6726562500000002
Q11,15,15,15,0.0,0.0,0.0,0.4,0.3,-0.10000000000000003,0.4,0.3,-0.10000000000000003,3.131551170349121,2.040562152862549,-1.0909890174865722,0.06556334662054723,0.04293112247869431,-0.022632224141852925,4.261328125,3.280859375,-0.9804687500000004
Q11,16,16,16,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,2.7201632499694823,1.6376075744628906,-1.0825556755065917,0.04999107999065018,0.034831046691761,-0.01516003329888918,3.844921875,2.552734375,-1.2921874999999998
Q11,17,17,17,0.0,0.0,0.0,0.2,0.1,-0.1,0.2,0.1,-0.1,2.0497053146362303,1.5575847625732422,-0.4921205520629881,0.021226107573966146,0.02287924024894892,0.0016531326749827727,2.904296875,2.28828125,-0.6160156250000002
Q11,18,18,18,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,1.843254566192627,1.480181884765625,-0.363072681427002,0.018554170997595064,0.01690197573370824,-0.0016521952638868243,2.6890625,2.287890625,-0.40117187499999973
Q11,19,19,19,0.0,0.0,0.0,0.2,0.1,-0.1,0.2,0.1,-0.1,1.512328815460205,1.2054597854614257,-0.3068690299987793,0.01187129298086802,0.010363423684975715,-0.0015078692958923057,2.218359375,1.940625,-0.27773437499999987
Q11,20,20,20,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.1,1.4147010803222657,1.0641112327575684,-0.35058984756469735,0.010428973479793057,0.008299315444673994,-0.0021296580351190635,2.189453125,1.703515625,-0.4859374999999999
Q11,21,21,21,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.1,1.0361738204956055,0.7433379173278809,-0.29283590316772456,0.005933149280099315,0.003365881319405162,-0.002567267960694153,1.60390625,1.309765625,-0.29414062500000004
Q11,22,22,22,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,0.7739786148071289,0.4987590789794922,-0.27521953582763675,0.005058498859943939,0.0001888097594928695,-0.004869689100451069,1.25703125,1.201171875,-0.055859375000000044
Q11,23,23,23,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,0.656246280670166,0.4910874366760254,-0.1651588439941406,0.00509840389531746,-0.0008718752902495908,-0.0059702791855670515,1.156640625,1.32265625,0.166015625
Q11,24,24,24,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,0.5952038764953613,0.5263217926025391,-0.06888208389282224,0.0041562350907042855,-0.0016353390656149713,-0.005791574156319257,1.090625,1.341015625,0.2503906250000001
Q11,25,25,25,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,0.5404115676879883,0.3999762535095215,-0.14043531417846677,0.003207621242836467,-0.002888740865091677,-0.006096362107928144,1.0609375,1.03203125,-0.028906250000000133
Q11,26,26,26,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,0.4756584167480469,0.2567779541015625,-0.21888046264648436,0.004239111452989164,-0.001386090869709733,-0.005625202322698896,0.98125,1.006640625,0.025390625
Q11,27,27,27,0.0,0.0,0.0,0.1,0.0,-0.1,0.1,0.0,-0.1,0.4720245361328125,0.2987067222595215,-0.17331781387329098,0.004058274746421375,0.0013589986472652526,-0.002699276099156122,0.958984375,0.70390625,-0.25507812500000004
Q11,28,28,28,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.41083345413208006,0.28015995025634766,-0.1306735038757324,0.004177511629313813,0.007917596885090462,0.0037400852557766488,0.834375,0.66171875,-0.17265624999999996
Q11,29,29,29,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.30307750701904296,-0.07206001281738281,-0.37513751983642574,0.004293860641701031,0.033292841745242184,0.028998981103541155,0.350390625,0.75859375,0.40820312499999994
Q11,30,30,30,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.2538312911987305,-0.8517668724060059,-1.1055981636047365,0.004561916125021525,0.011939833554015422,0.007377917428993897,0.337109375,0.5193359375,0.18222656249999997
Q11,31,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666412353515626,-1.1318014144897461,-1.1734678268432617,0.0006148572243546369,-0.00737556666308592,-0.007990423887440557,-0.00546875,-0.158984375,-0.15351562500000002
Q13,0,0,0,0.1,0.1,0.0,0.0,0.1,0.1,-0.1,0.0,0.1,-0.7129311561584473,-0.059245872497558597,0.6536852836608886,-0.0026390270043521015,0.0032225643753008627,0.005861591379652965,-1.6384765625,-0.5771484375,1.061328125
Q13,1,1,1,0.1,0.1,0.0,0.1,0.0,-0.1,0.0,-0.1,-0.1,-0.6229265213012696,0.38063831329345704,1.0035648345947266,0.0015432006284754607,0.022106170646839018,0.020562970018363557,-1.2453125,0.3830078125,1.6283203125
Q13,2,2,2,0.1,0.1,0.0,0.2,0.0,-0.2,0.1,-0.1,-0.2,0.37086896896362304,-0.5166233062744141,-0.8874922752380372,0.01597108259848028,0.002645136240687407,-0.013325946357792873,-0.394140625,0.415625,0.809765625
Q13,3,3,3,0.1,0.1,0.0,0.2,0.0,-0.2,0.1,-0.1,-0.2,0.5631330490112305,-0.12733287811279298,-0.6904659271240234,0.016820580307557974,0.018232822834772833,0.0014122425272148596,-0.3263671875,1.0072265625,1.3335937500000001
Q13,4,4,4,0.1,0.1,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.8561795234680176,0.6744503021240235,-0.18172922134399416,0.020012010243681287,0.025026133241681237,0.005014122997999949,0.1625,1.4212890625,1.2587890625
Q13,5,5,5,0.1,0.1,0.0,0.5,0.2,-0.3,0.4,0.1,-0.30000000000000004,1.3234942436218262,1.0369439125061035,-0.2865503311157227,0.04063604452157961,0.0323824602739478,-0.008253584247631812,0.8091796875,1.5171875,0.7080078124999999
Q13,6,6,6,0.1,0.1,0.0,0.4,0.2,-0.2,0.30000000000000004,0.1,-0.20000000000000004,1.3424744606018066,1.0218568801879884,-0.32061758041381827,0.04040095036225466,0.02923089596433783,-0.01117005439791683,1.077734375,1.453125,0.3753906250000001
Q13,7,7,7,0.1,0.1,0.0,0.4,0.3,-0.10000000000000003,0.30000000000000004,0.19999999999999998,-0.10000000000000006,1.3819085121154786,1.3369156837463378,-0.04499282836914076,0.04425297267498536,0.04828024603011727,0.004027273355131908,1.21796875,1.953125,0.73515625
Q13,8,8,8,0.1,0.1,0.0,0.6,0.3,-0.3,0.5,0.19999999999999998,-0.30000000000000004,1.6850157737731934,1.7370315551757813,0.05201578140258789,0.07173043275570308,0.09126198210869915,0.019531549352996072,1.8103515625,2.996484375,1.1861328125000001
Q13,9,9,9,0.1,0.1,0.0,0.7,0.5,-0.19999999999999996,0.6,0.4,-0.19999999999999996,2.11790189743042,2.0125962257385255,-0.10530567169189453,0.11803284585212168,0.12241400724014966,0.004381161388027979,2.091796875,3.3458984375,1.2541015624999998
Q13,10,10,10,0.1,0.1,0.0,0.7,0.4,-0.29999999999999993,0.6,0.30000000000000004,-0.29999999999999993,2.3741082191467284,2.058698558807373,-0.31540966033935547,0.16959340174207682,0.12236543926665036,-0.04722796247542646,2.624609375,3.70078125,1.076171875
Q13,11,11,11,0.1,0.1,0.0,0.6,0.4,-0.19999999999999996,0.5,0.30000000000000004,-0.19999999999999996,2.4517664909362793,2.0988457679748533,-0.35292072296142596,0.16295327158049985,0.13957671700791252,-0.023376554572587332,2.6884765625,3.6921875,1.0037109375000002
Q13,12,12,12,0.1,0.1,0.0,0.6,0.4,-0.19999999999999996,0.5,0.30000000000000004,-0.19999999999999996,2.643759250640869,2.307120513916016,-0.33663873672485334,0.21012750265172145,0.16327949463006916,-0.04684800802165229,3.3470703125,4.4232421875,1.0761718749999996
Q13,13,13,13,0.1,0.1,0.0,0.6,0.4,-0.19999999999999996,0.5,0.30000000000000004,-0.19999999999999996,2.623447227478027,2.3249228477478026,-0.2985243797302246,0.23165890047030188,0.1765526511985172,-0.055106249271784674,3.7025390625,4.7615234375,1.058984375
Q13,14,14,14,0.1,0.1,0.0,0.6,0.5,-0.09999999999999998,0.5,0.4,-0.09999999999999998,2.7019566535949706,1.9754535675048828,-0.7265030860900878,0.29329294908902737,0.10625503009005115,-0.1870379189989762,4.5943359375,3.9541015625,-0.6402343750000004
Q13,15,15,15,0.1,0.1,0.0,0.7,0.3,-0.39999999999999997,0.6,0.19999999999999998,-0.4,2.2961715698242187,1.9359352111816406,-0.3602363586425781,0.18044056879143683,0.07279557072579337,-0.10764499806564345,3.446875,3.2072265625,-0.2396484375000001
Q13,16,16,16,0.1,0.1,0.0,0.6,0.3,-0.3,0.5,0.19999999999999998,-0.30000000000000004,2.0307554244995116,1.5723347663879395,-0.4584206581115722,0.12049396384481952,0.04711897071565545,-0.07337499312916407,2.926171875,2.50390625,-0.4222656250000001
Q13,17,17,17,0.1,0.1,0.0,0.3,0.2,-0.09999999999999998,0.19999999999999998,0.1,-0.09999999999999998,1.520921230316162,1.305962371826172,-0.2149588584899902,0.056794998083660175,0.03353021221005292,-0.023264785873607252,2.263671875,2.048828125,-0.21484375
Q13,18,18,18,0.1,0.1,0.0,0.2,0.2,0.0,0.1,0.1,0.0,1.3550143241882324,1.1134480476379394,-0.24156627655029306,0.04467074117628726,0.02673246719468807,-0.017938273981599192,2.0333984375,1.81640625,-0.21699218749999982
Q13,19,19,19,0.1,0.1,0.0,0.2,0.2,0.0,0.1,0.1,0.0,1.1334945678710937,0.8487157821655273,-0.28477878570556636,0.030525968440906583,0.020167241226590703,-0.01035872721431588,1.6232421875,1.4671875,-0.15605468749999996
Q13,20,20,20,0.1,0.1,0.0,0.2,0.2,0.0,0.1,0.1,0.0,1.043731117248535,0.8156552314758301,-0.228075885772705,0.02654465353671185,0.01652373206561606,-0.01002092147109579,1.5818359375,1.42265625,-0.1591796875
Q13,21,21,21,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7285575866699219,0.6211684226989747,-0.10738916397094722,0.015765454352367668,0.010140012894726168,-0.0056254414576414995,1.0701171875,1.1302734375,0.06015625000000013
Q13,22,22,22,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5000446319580079,0.3572687149047852,-0.14277591705322268,0.010187043146470388,0.006676035170812611,-0.003511007975657777,0.7814453125,0.9376953125,0.15625
Q13,23,23,23,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4283267021179199,0.31951045989990234,-0.10881624221801756,0.008338568364388265,0.0039744688862811016,-0.004364099478107164,0.7009765625,1.00234375,0.30136718750000013
Q13,24,24,24,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.37806262969970705,0.44333572387695314,0.06527309417724608,0.007597004385797845,0.006571449671264417,-0.0010255547145334278,0.676953125,1.1724609375,0.49550781249999987
Q13,25,25,25,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.34631738662719724,0.37658042907714845,0.030263042449951205,0.007399683774110599,0.004401346627128077,-0.002998337146982522,0.6734375,0.9271484375,0.25371093749999996
Q13,26,26,26,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3237567901611328,0.30962705612182617,-0.014129734039306618,0.0068606342313159985,0.004271648376743542,-0.0025889858545724564,0.6470703125,0.942578125,0.2955078125
Q13,27,27,27,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.25964984893798826,0.22500152587890626,-0.034648323059082,0.005238395411834062,0.0034730297840269487,-0.0017653656278071137,0.6232421875,0.528125,-0.09511718750000009
Q13,28,28,28,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2175762176513672,0.16952123641967773,-0.04805498123168947,0.004332412060784918,0.005005479811597979,0.0006730677508130613,0.5255859375,0.4578125,-0.06777343750000003
Q13,29,29,29,0.1,0.1,0.0,0.1,0.0,-0.1,0.0,-0.1,-0.1,0.1435140609741211,-0.2762995719909668,-0.4198136329650879,0.0023449823860119067,-0.004253548756742021,-0.006598531142753928,0.153125,0.266015625,0.11289062499999997
Q13,30,30,30,0.1,0.1,0.0,0.1,0.0,-0.1,0.0,-0.1,-0.1,0.11951179504394531,-0.810402774810791,-0.9299145698547363,0.0025268592406064274,-0.006794565015559329,-0.009321424256165757,0.1818359375,0.24765625,0.0658203125
Q13,31,31,31,0.1,0.1,0.0,0.1,0.0,-0.1,0.0,-0.1,-0.1,0.13300857543945313,-1.1419960975646972,-1.2750046730041504,0.0023295444494578986,-0.012545318529396355,-0.014874862978854254,0.0318359375,-0.2826171875,-0.314453125
